House_Id,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,FirstFlrSF,SecFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
282,7,2007,2008,166.0,904,1314,1314,0,1314,2,6,1,2008.0,2,626,172,62,207500
283,8,2008,2009,72.0,0,1468,1468,0,1468,2,6,1,2008.0,3,898,210,150,244600
284,6,1992,1992,0.0,430,1575,1575,0,1575,2,5,0,1992.0,2,529,0,0,179200
285,7,2006,2007,0.0,0,625,625,625,1250,2,5,0,2006.0,2,528,0,54,164700
286,6,1962,1981,0.0,600,912,1085,649,1734,1,7,1,1962.0,2,440,0,0,159000
287,4,1971,1971,0.0,614,858,858,0,858,1,5,0,1978.4640522875818,0,0,0,0,88000
288,5,1967,1967,31.0,450,882,900,0,900,1,5,0,1970.0,1,280,0,0,122000
289,6,1915,2003,0.0,0,698,698,698,1396,1,7,0,2003.0,1,384,0,0,153575
290,8,2006,2006,0.0,0,1079,1079,840,1919,2,8,1,2006.0,2,685,0,51,233230
291,5,1912,2000,0.0,210,780,936,780,1716,2,9,0,1978.4640522875818,0,0,0,184,135900
292,5,1949,2008,0.0,292,768,1148,568,1716,1,8,1,1949.0,1,281,0,0,131000
293,7,1977,1994,34.0,795,795,1468,795,2263,2,9,1,1977.0,2,539,0,250,235000
294,6,1953,1953,238.0,1285,1416,1644,0,1644,1,7,2,1953.0,2,418,110,0,167000
295,6,1984,1984,0.0,819,1003,1003,0,1003,1,6,0,1984.0,2,588,120,0,142500
296,5,1950,1950,0.0,420,910,910,648,1558,1,6,0,1950.0,1,282,289,0,152000
297,7,1997,1998,1600.0,649,975,975,975,1950,2,7,1,1997.0,2,576,0,10,239000
298,6,1968,1968,365.0,384,702,1041,702,1743,1,7,1,1968.0,2,539,224,0,175000
299,6,1950,2004,0.0,0,1092,1152,0,1152,1,6,1,1950.0,1,300,0,36,158500
300,5,1953,1953,56.0,841,1165,1336,0,1336,1,5,2,1953.0,1,375,0,0,157000
301,8,1998,1999,0.0,281,1028,1210,1242,2452,2,9,1,1998.0,2,683,208,50,267000
302,7,2001,2002,150.0,0,1541,1541,0,1541,2,6,1,2001.0,3,843,468,81,205000
303,5,1972,1972,0.0,894,894,894,0,894,1,5,0,1975.0,2,552,256,0,149900
304,7,1880,2002,0.0,0,1470,1675,1818,3493,3,10,1,2003.0,3,870,302,0,295000
305,8,2004,2005,246.0,1464,2000,2000,0,2000,2,8,0,2004.0,3,888,168,0,305900
306,7,1990,1991,246.0,700,700,1122,1121,2243,2,8,1,1990.0,3,746,127,44,225000
307,6,1920,1950,0.0,0,319,1035,371,1406,1,6,0,1978.4640522875818,0,0,0,144,89500
308,4,1940,1950,0.0,262,861,861,0,861,1,4,0,1961.0,2,539,158,0,82500
309,9,2003,2004,0.0,1274,1896,1944,0,1944,2,8,3,2003.0,3,708,208,175,360000
310,6,1993,1994,112.0,518,697,697,804,1501,2,6,1,1993.0,2,420,190,63,165600
311,6,1948,2002,0.0,680,972,972,0,972,1,5,1,1948.0,1,240,0,0,132000
312,5,1939,1950,0.0,507,793,793,325,1118,1,5,1,1939.0,2,410,0,0,119900
313,7,1965,1965,0.0,1236,2136,2036,0,2036,2,8,2,1965.0,2,513,0,0,375000
314,7,1925,1990,0.0,16,728,832,809,1641,1,6,1,1925.0,2,546,0,0,178000
315,7,2004,2005,0.0,425,716,716,716,1432,2,6,1,2004.0,2,432,100,51,188500
316,7,1980,1980,278.0,692,845,1153,1200,2353,2,10,1,1983.0,2,484,288,195,260000
317,8,2006,2006,0.0,0,1088,1088,871,1959,2,8,1,2006.0,3,1025,208,46,270000
318,7,1993,1993,256.0,987,1347,1372,1274,2646,2,9,1,1993.0,3,656,340,60,260000
319,7,1980,1980,225.0,1036,1372,1472,0,1472,2,6,2,1980.0,2,588,233,48,187500
320,9,2006,2006,370.0,0,1249,1249,1347,2596,3,9,0,2006.0,3,840,240,154,342643
321,8,2004,2004,388.0,970,1136,1136,1332,2468,2,10,1,2004.0,3,872,184,154,354000
322,7,1986,1987,172.0,28,1502,1553,1177,2730,2,8,1,1987.0,2,576,201,96,301000
323,3,1955,2005,0.0,256,1162,1163,0,1163,1,6,0,1955.0,1,220,142,98,126175
324,7,1967,2007,300.0,0,710,1898,1080,2978,2,11,1,1961.0,2,564,240,0,242000
325,5,1941,1950,0.0,116,720,803,0,803,1,5,0,1941.0,2,360,0,0,87000
326,8,1993,1993,0.0,1619,1719,1719,0,1719,1,6,2,1993.0,2,473,122,30,324000
327,6,1960,1960,175.0,565,1383,1383,0,1383,1,7,0,1960.0,1,292,0,45,145250
328,6,1916,1994,0.0,0,844,1445,689,2134,2,10,0,1930.0,2,441,0,60,214500
329,5,1920,1950,0.0,0,596,596,596,1192,1,6,0,1920.0,1,189,0,0,78000
330,5,1964,1964,84.0,40,1728,1728,0,1728,2,10,0,2002.0,1,352,155,0,119000
331,5,1958,1992,0.0,846,1056,1056,0,1056,1,6,0,1958.0,1,308,0,0,139000
332,8,2003,2004,296.0,1124,3206,1629,0,1629,2,7,1,2003.0,3,880,0,0,284000
333,7,2004,2004,146.0,720,1358,1358,0,1358,2,6,1,2004.0,2,484,192,30,207000
334,6,1998,1998,0.0,828,943,943,695,1638,2,7,2,1998.0,2,472,100,38,192000
335,5,1965,1965,0.0,1249,1499,1619,167,1786,2,7,2,1965.0,2,529,670,0,228950
336,9,2005,2006,200.0,1249,1922,1922,0,1922,2,8,1,2005.0,3,676,178,51,377426
337,7,2002,2003,113.0,810,1536,1536,0,1536,2,7,0,2002.0,2,532,192,74,214000
338,7,1984,1998,0.0,213,1208,1621,0,1621,2,8,0,1984.0,2,440,108,45,202500
339,6,1958,1998,176.0,585,1215,1215,0,1215,1,6,0,1958.0,1,297,0,0,155000
340,8,2002,2002,0.0,0,967,993,915,1908,2,9,0,2002.0,2,431,135,0,202900
341,4,1950,1950,0.0,0,721,841,0,841,1,4,0,1950.0,1,294,250,0,82000
342,3,1949,1950,340.0,0,0,1040,0,1040,2,6,0,1949.0,2,400,0,0,87500
343,9,2005,2005,616.0,28,1684,1684,0,1684,2,6,1,2005.0,2,564,495,72,266000
344,5,1976,1976,0.0,129,536,536,576,1112,1,4,0,1976.0,1,336,182,0,85000
345,6,1939,1950,0.0,0,972,972,605,1577,1,6,1,1939.0,1,312,0,0,140200
346,6,1960,1998,0.0,498,958,958,0,958,1,5,0,1960.0,1,301,0,0,151500
347,6,1960,1960,30.0,1270,1478,1478,0,1478,2,6,2,1960.0,2,498,0,40,157500
348,7,2003,2004,106.0,573,764,764,862,1626,2,6,0,2003.0,2,474,0,27,154000
349,9,2005,2006,870.0,1410,1848,1848,880,2728,2,10,2,2006.0,3,706,0,0,437154
350,9,2007,2007,362.0,0,1869,1869,0,1869,2,6,1,2007.0,2,617,210,54,318061
351,7,1986,1986,0.0,1082,1453,1453,0,1453,1,6,1,1986.0,2,445,0,80,190000
352,5,1941,1950,0.0,236,616,616,495,1111,1,5,0,1941.0,1,200,48,0,95000
353,6,1928,2003,0.0,0,624,720,0,720,1,5,0,2005.0,2,484,106,0,105900
354,6,1940,2000,0.0,388,940,1192,403,1595,1,6,2,1940.0,1,240,0,0,140000
355,6,1995,1995,0.0,334,1200,1200,0,1200,2,6,0,1995.0,2,521,0,26,177500
356,6,1992,1992,106.0,560,1158,1167,0,1167,2,6,0,1992.0,2,400,120,26,173000
357,5,1976,1976,0.0,874,1142,1142,0,1142,1,6,1,1976.0,2,528,536,90,134000
358,5,1958,1958,120.0,300,1062,1352,0,1352,1,6,0,1958.0,1,288,168,0,130000
359,8,1998,1998,530.0,956,1086,1086,838,1924,2,7,1,1998.0,2,592,208,75,280000
360,6,1978,1978,0.0,773,888,912,0,912,1,5,1,1978.0,2,470,0,0,156000
361,5,1940,1982,0.0,399,883,988,517,1505,1,8,0,1940.0,1,240,0,0,145000
362,7,2003,2003,500.0,0,0,495,1427,1922,3,7,1,2003.0,2,672,0,0,198500
363,6,1972,2007,510.0,162,483,483,504,987,1,5,0,1972.0,1,264,250,0,118000
364,6,1976,1976,120.0,712,796,790,784,1574,2,6,1,1976.0,2,566,306,111,190000
365,5,1920,1997,0.0,456,672,672,672,1344,1,6,0,1964.0,1,468,0,128,147000
366,6,1963,1963,247.0,609,1394,1394,0,1394,1,6,2,1963.0,2,514,0,76,159000
367,6,1962,1962,305.0,371,1099,1431,0,1431,1,6,1,1962.0,1,296,64,110,165000
368,5,1954,1954,200.0,540,1268,1268,0,1268,1,7,1,1954.0,1,244,0,98,132000
369,5,1959,2006,0.0,72,1063,1287,0,1287,1,7,1,1997.0,2,576,364,17,162000
370,6,2000,2000,0.0,0,953,953,711,1664,2,7,1,2000.0,2,460,100,40,172400
371,4,1959,1959,0.0,0,0,1120,468,1588,2,7,1,1991.0,2,680,0,59,134432
372,6,1984,1984,0.0,623,744,752,0,752,1,4,0,1984.0,1,264,353,0,125000
373,5,1953,1953,0.0,428,608,1319,0,1319,1,5,0,1953.0,1,270,66,0,123000
374,7,2003,2004,0.0,0,847,847,1081,1928,2,8,1,2003.0,2,434,100,48,219500
375,1,1922,1950,0.0,350,683,904,0,904,0,4,0,1978.4640522875818,0,0,0,0,61000
376,5,1996,1996,0.0,298,870,914,0,914,1,5,0,1998.0,2,576,0,0,148000
377,8,2004,2005,0.0,0,1580,1580,886,2466,3,8,1,2004.0,2,610,159,214,340000
378,9,2010,2010,350.0,1445,1856,1856,0,1856,1,8,1,2010.0,3,834,113,0,394432
379,6,2000,2000,16.0,0,982,1007,793,1800,2,7,1,2000.0,2,463,100,63,179000
380,5,1924,1950,0.0,218,1026,1026,665,1691,2,6,1,1924.0,1,308,0,0,127000
381,7,2006,2006,0.0,0,1293,1301,0,1301,2,5,1,2006.0,2,572,216,121,187750
382,7,2006,2006,0.0,0,939,939,858,1797,2,8,0,2006.0,2,639,144,53,213500
383,6,1928,1950,0.0,0,784,784,0,784,1,5,0,1950.0,2,360,0,0,76000
384,6,1992,1992,0.0,985,1580,1079,874,1953,2,9,2,1992.0,2,501,216,231,240000
385,8,2004,2005,16.0,24,1256,1269,0,1269,2,6,1,2004.0,2,430,146,20,192000
386,5,1910,1996,0.0,0,658,658,526,1184,1,8,0,1978.4640522875818,0,0,0,151,81000
387,6,1976,1976,255.0,631,1041,1125,0,1125,1,6,1,1977.0,1,352,296,0,125000
388,7,1999,2000,125.0,0,1468,1479,0,1479,2,6,0,1999.0,2,577,120,25,191000
389,10,2007,2008,272.0,1280,1682,1742,590,2332,2,9,1,2008.0,3,846,196,134,426000
390,5,1900,1950,0.0,241,861,961,406,1367,1,7,0,1978.0,1,384,0,130,119000
391,6,2001,2002,0.0,690,804,804,1157,1961,2,7,1,2001.0,2,560,125,192,215000
392,5,1959,1959,0.0,0,0,882,0,882,1,5,0,1959.0,1,294,0,0,106500
393,4,1941,1950,0.0,266,788,788,0,788,1,4,2,1978.4640522875818,0,0,0,0,100000
394,5,1940,1950,0.0,0,735,735,299,1034,1,5,0,1940.0,1,240,0,39,109000
395,5,1956,1956,0.0,739,1144,1144,0,1144,1,6,0,1956.0,1,596,44,0,129000
396,5,1972,1972,0.0,777,894,894,0,894,1,6,0,1985.0,2,600,215,0,123000
397,5,1962,1962,288.0,540,864,876,936,1812,2,8,1,1962.0,1,264,0,168,169500
398,5,1920,1950,0.0,0,961,1077,0,1077,1,6,0,1920.0,1,338,0,0,67000
399,7,2006,2007,100.0,812,1092,1112,438,1550,2,7,0,2007.0,2,438,0,168,241000
400,8,1996,1996,0.0,786,1260,1288,0,1288,1,4,2,1996.0,2,500,120,30,245500
401,7,2005,2005,0.0,24,1310,1310,0,1310,2,6,1,2005.0,2,400,0,0,164990
402,5,1940,1997,0.0,0,672,672,0,672,1,4,0,1940.0,1,240,168,0,108000
403,8,1998,1998,650.0,0,1141,1165,1098,2263,2,10,1,1998.0,2,420,144,123,258000
404,6,1995,1996,0.0,0,806,806,766,1572,2,7,1,1995.0,2,373,0,40,168000
405,4,1976,1993,0.0,1116,1281,1620,0,1620,2,8,1,1993.0,2,490,120,78,150000
406,6,1936,1950,0.0,0,1064,1166,0,1639,1,6,0,1936.0,1,240,0,0,115000
407,6,1915,1976,0.0,0,840,840,840,1680,2,8,0,1960.0,1,308,0,0,177000
408,7,2006,2006,350.0,0,1063,1071,1101,2172,2,9,1,2006.0,3,947,192,62,280000
409,8,2007,2008,100.0,789,1034,1050,1028,2078,2,8,1,2008.0,3,836,0,102,339750
410,5,1958,1958,0.0,0,1276,1276,0,1276,1,5,0,1958.0,1,350,0,0,60000
411,5,1955,1955,0.0,1056,1056,1056,0,1056,1,5,0,1955.0,2,572,264,0,145000
412,7,2009,2009,432.0,578,1470,1478,0,1478,2,7,1,2009.0,2,484,0,144,222000
413,5,1927,1950,0.0,0,1008,1028,0,1028,1,5,1,1927.0,2,360,0,0,115000
414,7,1993,1993,0.0,50,1080,1080,1017,2097,2,9,1,1993.0,3,678,196,187,228000
415,7,2007,2007,0.0,24,1340,1340,0,1340,2,6,0,2007.0,2,396,100,30,181134
416,6,1978,1978,203.0,209,672,672,728,1400,1,6,1,1978.0,2,440,0,0,149500
417,6,1918,1950,0.0,1128,1370,1370,1254,2624,2,10,1,1918.0,3,864,0,0,239000
418,5,1940,1950,0.0,312,756,756,378,1134,1,7,0,1940.0,1,240,0,0,126000
419,5,1968,1968,0.0,775,1056,1056,0,1056,1,6,1,1968.0,1,304,0,85,142000
420,7,1997,1998,200.0,1309,1344,1344,0,1344,2,8,0,1997.0,4,784,0,0,206300
421,6,1977,2000,126.0,1246,1602,1602,0,1602,2,8,1,1977.0,2,529,240,0,215000
422,5,1954,1954,0.0,0,988,988,0,988,1,4,0,1954.0,2,520,0,0,113000
423,8,1998,1998,473.0,986,1470,1470,1160,2630,2,8,1,1998.0,3,696,0,66,315000
424,6,1956,1956,74.0,616,1196,1196,0,1196,1,6,1,1956.0,1,297,0,44,139000
425,7,1946,1992,0.0,0,651,707,682,1389,1,6,2,1947.0,1,240,0,0,135000
426,7,1989,1989,145.0,1518,1518,1644,0,1644,2,5,1,1989.0,2,569,80,0,275000
427,4,1957,1957,0.0,288,907,907,0,907,1,5,0,1964.0,1,352,0,0,109008
428,7,2007,2007,108.0,664,1208,1208,0,1208,2,6,0,2007.0,2,628,105,54,195400
429,6,1988,1988,0.0,1005,1392,1412,0,1412,2,6,1,1988.0,2,576,0,0,175000
430,6,1971,1971,232.0,387,483,483,504,987,1,4,0,1971.0,1,264,0,0,85400
431,6,1920,1998,0.0,0,901,1088,110,1198,1,7,0,1978.4640522875818,0,0,0,98,79900
432,5,1971,1971,376.0,471,765,765,600,1365,1,6,0,1971.0,2,440,240,36,122500
433,6,1997,1998,0.0,0,926,926,678,1604,2,7,1,1997.0,2,470,0,36,181000
434,4,1972,1972,0.0,495,630,630,0,630,1,3,0,1978.4640522875818,0,0,88,0,81000
435,7,1996,1996,0.0,385,799,827,834,1661,2,6,1,1996.0,2,550,158,61,212000
436,6,1920,1950,0.0,0,648,734,384,1118,1,6,0,1990.0,2,440,0,0,116000
437,6,1926,2004,0.0,0,884,904,0,904,1,4,0,1926.0,1,180,0,0,119000
438,5,1913,2002,0.0,365,440,694,0,694,1,4,1,1990.0,1,352,0,0,90350
439,6,1920,2000,0.0,0,684,684,512,1196,1,7,0,2005.0,2,528,0,46,110000
440,10,2008,2008,200.0,1767,3094,2402,0,2402,2,10,2,2008.0,3,672,0,72,555000
441,4,1955,1955,270.0,133,1440,1440,0,1440,2,8,0,1978.4640522875818,0,0,0,0,118000
442,5,1930,1992,0.0,0,1078,1128,445,1573,2,8,1,1930.0,2,360,0,0,162900
443,7,2006,2007,72.0,0,1258,1258,0,1258,2,6,1,2007.0,3,648,144,16,172500
444,7,1994,1995,0.0,642,915,933,975,1908,2,8,1,1994.0,2,493,144,133,210000
445,6,1956,1956,0.0,0,1436,1689,0,1689,1,7,1,1956.0,2,480,0,0,127500
446,6,1966,2002,0.0,247,1517,1888,0,1888,2,6,1,1966.0,2,578,0,0,190000
447,7,1998,1999,0.0,0,930,956,930,1886,2,10,1,1998.0,2,431,89,0,199900
448,6,1937,1950,0.0,0,780,780,596,1376,2,7,1,1937.0,1,198,0,0,119500
449,3,1948,2002,0.0,331,649,679,504,1183,1,6,0,1981.0,1,308,0,176,120000
450,6,1930,2005,0.0,0,813,813,0,813,1,5,0,1932.0,1,270,0,113,110000
451,7,1975,1975,0.0,655,1533,1533,0,1533,2,5,2,1975.0,2,576,200,54,280000
452,6,1996,1997,42.0,742,872,888,868,1756,2,7,0,1996.0,2,422,144,122,204000
453,8,2008,2008,0.0,0,768,786,804,1590,2,6,0,2008.0,2,676,0,30,210000
454,5,1976,1976,0.0,1606,1728,1728,0,1728,2,8,0,1976.0,2,560,0,0,188000
455,7,1973,1973,320.0,916,1242,1242,0,1242,1,6,1,1973.0,2,528,0,0,175500
456,5,1916,1950,0.0,0,624,624,720,1344,1,7,0,1916.0,3,513,0,0,98000
457,4,1954,1994,0.0,1116,1364,1663,0,1663,1,6,2,1954.0,2,529,224,137,256000
458,8,1925,1996,0.0,0,588,833,833,1666,1,7,1,1925.0,1,228,192,63,161000
459,5,1950,1950,161.0,185,709,979,224,1203,1,5,1,1950.0,1,352,0,0,110000
460,8,2009,2009,110.0,544,832,832,1103,1935,2,8,0,2009.0,2,552,0,150,263435
461,7,1936,2007,0.0,350,560,575,560,1135,1,6,0,1971.0,2,576,256,0,155000
462,5,1965,1965,0.0,553,864,864,0,864,1,5,1,1965.0,1,360,0,0,62383
463,6,1934,1995,0.0,326,715,849,811,1660,1,6,1,1939.0,1,240,0,0,188700
464,5,1978,1978,136.0,616,1040,1040,0,1040,2,5,0,1978.4640522875818,0,0,0,0,124000
465,7,2004,2004,18.0,0,1375,1414,0,1414,2,6,1,2004.0,2,398,144,20,178740
466,7,1970,1970,0.0,778,1277,1277,0,1277,1,5,1,1970.0,2,526,0,0,167000
467,5,1942,1995,224.0,386,728,888,756,1644,1,7,2,1942.0,1,312,168,0,146500
468,8,2006,2006,248.0,0,1626,1634,0,1634,2,7,1,2006.0,3,866,0,44,250000
469,6,1993,1993,120.0,426,832,832,878,1710,2,7,0,1993.0,2,506,144,70,187000
470,8,1985,1985,0.0,368,1488,1502,0,1502,1,4,0,1985.0,2,528,0,54,212000
471,7,1977,1977,0.0,0,808,1161,808,1969,2,8,1,1977.0,2,534,0,0,190000
472,6,2005,2005,80.0,459,547,1072,0,1072,1,5,0,2005.0,2,525,0,28,148000
473,8,2006,2007,304.0,1350,1976,1976,0,1976,2,7,1,2006.0,3,908,250,63,440000
474,8,2000,2000,0.0,1196,1494,1652,0,1652,2,6,0,2000.0,2,499,96,48,251000
475,5,1963,1963,0.0,630,970,970,0,970,1,5,0,1996.0,2,624,0,24,132500
476,6,1997,1998,215.0,994,1478,1493,0,1493,2,7,1,1997.0,2,508,140,39,208900
477,9,2006,2006,772.0,0,2153,2069,574,2643,2,9,1,2006.0,3,694,414,84,380000
478,8,2007,2008,336.0,1288,1705,1718,0,1718,2,7,1,2007.0,3,826,208,44,297000
479,4,1937,2000,435.0,168,907,1131,0,1131,1,7,0,1995.0,2,672,0,72,89471
480,9,2004,2005,378.0,1261,1833,1850,0,1850,2,8,1,2004.0,3,772,519,112,326000
481,9,2003,2004,562.0,1567,1792,1792,0,1792,2,6,1,2003.0,3,874,206,49,374000
482,7,1915,2005,0.0,299,910,916,910,1826,1,7,1,1915.0,1,164,0,0,155000
483,6,1998,1998,116.0,897,1216,1216,0,1216,2,5,0,1998.0,2,402,0,125,164000
484,5,1962,2001,0.0,588,999,999,0,999,1,6,0,1963.0,1,264,0,132,132500
485,5,1950,2007,0.0,607,1113,1113,0,1113,1,5,1,1950.0,1,264,0,80,147000
486,5,1965,1965,168.0,836,1073,1073,0,1073,1,6,0,1965.0,2,515,0,0,156000
487,5,1971,1971,0.0,998,1484,1484,0,1484,2,7,1,1971.0,2,487,224,0,175000
488,5,1900,1970,0.0,664,954,1766,648,2414,2,10,1,1970.0,2,520,142,0,160000
489,4,1970,2002,0.0,515,630,630,0,630,1,3,0,1970.0,1,286,0,0,86000
490,5,1976,1976,0.0,0,264,616,688,1304,1,4,1,1976.0,1,336,141,24,115000
491,6,1941,1950,0.0,403,806,958,620,1578,1,5,2,1941.0,1,240,0,0,133000
492,6,2006,2006,0.0,0,728,728,728,1456,2,8,0,2006.0,2,429,0,0,172785
493,5,1960,1960,0.0,374,1269,1269,0,1269,1,6,1,1964.0,1,308,0,0,155000
494,5,1938,1996,0.0,0,190,886,0,886,1,4,0,1938.0,1,273,144,20,91300
495,4,1920,1950,0.0,495,720,720,0,720,1,4,0,1978.4640522875818,0,0,0,523,34900
496,8,1992,1993,0.0,1231,3200,3228,0,3228,3,10,1,1992.0,2,546,264,75,430000
497,7,1925,1950,0.0,329,1026,1133,687,1820,2,8,0,1925.0,1,240,0,100,184000
498,5,1967,2004,89.0,450,864,899,0,899,1,5,0,1967.0,1,288,64,0,130000
499,5,1958,1985,0.0,111,912,912,0,912,1,5,0,1958.0,1,297,12,285,120000
500,6,1973,1973,285.0,356,672,672,546,1218,1,7,0,1973.0,1,264,144,28,113000
501,7,2005,2005,0.0,400,866,866,902,1768,2,7,0,2005.0,2,603,0,108,226700
502,5,1965,1965,0.0,698,1214,1214,0,1214,1,6,0,1965.0,2,461,0,0,140000
503,7,1959,1997,0.0,1247,1501,1801,0,1801,2,6,2,1959.0,2,484,0,54,289000
504,6,1974,1974,0.0,257,855,855,467,1322,2,6,1,1974.0,2,440,260,0,147000
505,5,1952,1952,360.0,0,960,960,1000,1960,2,10,0,1952.0,2,400,0,0,124500
506,8,1993,1994,125.0,380,777,1065,846,1911,2,8,1,1993.0,2,471,182,81,215000
507,6,2009,2009,0.0,27,1218,1218,0,1218,2,4,0,2009.0,2,676,0,102,208300
508,7,1928,2005,0.0,141,689,689,689,1378,2,7,1,1928.0,2,360,0,0,161000
509,5,1959,1959,132.0,991,1041,1041,0,1041,1,6,0,1959.0,1,270,224,88,124500
510,5,1951,2000,70.0,650,1008,1363,0,1363,1,6,2,1951.0,1,288,324,42,164900
511,7,2005,2006,94.0,0,1368,1368,0,1368,2,6,1,2005.0,2,474,132,35,202665
512,5,1958,1958,0.0,521,864,864,0,864,1,5,0,1964.0,2,624,0,0,129900
513,6,1983,1983,0.0,336,1084,1080,0,1080,1,5,0,1983.0,2,484,120,0,134000
514,5,1926,1950,0.0,0,768,789,0,789,1,5,0,1926.0,1,200,0,0,96500
515,10,2009,2009,305.0,1436,2006,2020,0,2020,2,9,1,2009.0,3,900,156,54,402861
516,6,1972,1972,333.0,0,689,1378,741,2119,2,7,1,1972.0,2,583,0,104,158000
517,7,1996,1997,921.0,0,1264,1277,1067,2344,2,7,1,1996.0,3,889,220,0,265000
518,6,1998,1998,0.0,706,794,882,914,1796,2,7,0,1998.0,2,546,0,36,211000
519,7,1926,2004,0.0,0,1276,1276,804,2080,1,9,2,1926.0,1,282,0,0,234000
520,4,1900,2000,0.0,0,0,694,600,1294,2,7,0,1978.4640522875818,0,0,220,114,106250
521,6,1957,1957,0.0,777,1244,1244,0,1244,1,6,2,1957.0,1,336,0,40,150000
522,6,1947,1950,0.0,399,1004,1004,660,1664,2,7,2,1950.0,2,420,0,24,159000
524,7,1996,1997,594.0,719,1379,1383,1015,2398,2,8,1,1996.0,3,834,239,60,315750
525,7,2005,2005,0.0,0,1257,1266,0,1266,2,6,1,2005.0,2,453,38,144,176000
526,5,1956,2000,0.0,377,928,928,0,928,1,4,0,1956.0,1,252,261,0,132000
527,9,2008,2008,268.0,1330,1452,1476,1237,2713,2,11,1,2008.0,3,858,126,66,446261
528,4,1920,2002,0.0,348,528,605,0,605,1,5,0,1978.4640522875818,0,0,0,0,86000
529,6,1957,1975,102.75379310344827,1219,2035,2515,0,2515,3,9,2,1975.0,2,484,0,0,200624
530,6,1988,1989,219.0,783,1461,1509,0,1509,2,5,1,1988.0,2,600,224,0,175000
531,6,1920,1999,0.0,0,611,751,611,1362,2,6,0,1920.0,2,502,0,0,128000
532,5,1955,2007,0.0,0,0,827,0,827,1,5,1,1967.0,1,392,0,0,107500
533,1,1946,1950,0.0,0,0,334,0,334,1,2,0,1978.4640522875818,0,0,0,0,39300
534,8,2004,2004,0.0,0,707,707,707,1414,2,6,1,2004.0,2,403,100,35,178000
535,5,1910,1991,0.0,969,1117,820,527,1347,1,5,0,1978.4640522875818,0,0,85,0,107500
536,7,1998,1999,0.0,0,880,880,844,1724,2,8,0,1998.0,2,527,120,155,188000
537,4,1972,1972,0.0,600,864,864,0,864,1,5,0,1980.0,2,576,216,0,111250
538,5,1968,1968,188.0,673,1051,1159,0,1159,1,7,1,1968.0,1,336,466,0,158000
539,8,2001,2002,479.0,1358,1581,1601,0,1601,2,6,1,2001.0,2,670,180,0,272000
540,9,2006,2006,584.0,1260,1838,1838,0,1838,2,8,1,2006.0,3,765,270,68,315000
541,8,2000,2000,72.0,0,969,997,1288,2285,2,8,1,2000.0,3,648,0,56,248000
542,7,1998,1999,0.0,144,1650,1680,0,1680,2,7,1,1998.0,2,583,78,73,213250
543,7,1998,1998,182.0,584,723,767,0,767,1,4,0,1998.0,1,367,120,40,133000
544,7,2006,2006,0.0,554,654,664,832,1496,2,7,1,2006.0,2,426,100,24,179665
545,7,1988,1988,178.0,1002,1204,1377,806,2183,2,9,0,1988.0,3,786,0,0,229000
546,6,1923,1950,0.0,300,1065,915,720,1635,1,6,1,1950.0,2,440,0,38,210000
547,5,1970,1970,0.0,619,768,768,0,768,1,5,0,1987.0,2,624,104,0,129500
548,5,1955,1995,0.0,180,825,825,0,825,1,4,0,1963.0,2,720,140,50,125000
549,7,2003,2004,0.0,0,912,912,1182,2094,2,8,1,2003.0,2,615,182,182,263000
550,6,1977,1977,0.0,559,1069,1069,0,1069,2,4,0,1977.0,2,440,0,55,140000
551,5,1957,1957,0.0,308,928,928,0,928,1,5,0,1957.0,1,288,0,0,112500
552,8,2006,2006,250.0,0,1709,1717,0,1717,2,7,1,2006.0,3,908,169,39,255500
553,4,1949,2003,0.0,0,0,1126,0,1126,2,5,0,2002.0,2,520,0,96,108000
554,7,2003,2004,292.0,866,998,1006,1040,2046,2,8,1,2003.0,3,871,320,62,284000
555,5,1922,1950,0.0,0,993,1048,0,1048,1,5,1,1922.0,1,280,0,0,113000
556,5,1957,1957,0.0,895,1092,1092,0,1092,1,6,1,1957.0,1,299,268,0,141000
557,4,1920,1950,0.0,637,637,897,439,1336,1,7,0,1994.0,1,570,0,47,108000
558,7,1996,1997,0.0,604,729,729,717,1446,2,6,1,1996.0,2,406,264,22,175000
559,7,2003,2004,18.0,0,1374,1557,0,1557,2,7,1,2003.0,2,420,143,20,234000
560,5,1957,1996,180.0,1302,1392,1392,0,1392,1,5,1,1957.0,2,528,0,0,121500
561,5,1974,1975,0.0,1071,1389,1389,0,1389,1,6,1,1975.0,2,418,240,38,170000
562,5,1940,1969,0.0,290,996,996,0,996,1,6,1,1978.4640522875818,0,0,144,0,108000
563,6,1918,1950,0.0,0,1163,1163,511,1674,2,8,1,1955.0,2,396,72,36,185000
564,7,1992,2000,0.0,728,1095,1166,1129,2295,2,9,1,1992.0,2,590,0,40,268000
565,6,1915,1950,0.0,0,806,841,806,1647,1,6,0,1920.0,1,216,0,66,128000
566,9,2005,2007,245.0,0,1122,1134,1370,2504,2,11,1,2005.0,3,656,144,39,325000
567,7,2004,2004,168.0,2,1517,1535,0,1535,2,7,0,2004.0,2,532,0,0,214000
568,8,1983,2009,0.0,1441,1496,1496,636,2132,1,5,1,1983.0,2,612,349,40,316600
